job_id,job_title,company_name,location,description_text,qualifications,experience_years,salary_formatted,job_type,industry,apply_link
320,Senior Data Engineer,Saudi National Bank,Tabuk,Design and maintain scalable data pipelines and ETL workflows. Ensure data quality and availability across the organization.,"Python, AWS, dbt, Delta Lake",2-4,14000-20000 SAR,Remote,Banking,https://careers.snb.com.sa/job/320
321,Mobile Developer — iOS,KPMG Saudi Arabia,Riyadh,"Develop and maintain iOS applications with millions of active users. Focus on performance, stability, and user experience.","Core Data, Git, TestFlight, UIKit, SwiftUI, REST APIs",2-4,12000-18000 SAR,Contract,Consulting,https://careers.kpmg.com/sa/job/321
322,Senior Data Scientist,Saudi Aramco,Dhahran,Develop predictive models and statistical analyses. Collaborate with business stakeholders on data-driven decisions.,"Statistics, Pandas, Python, TensorFlow, PyTorch, Scikit-learn, SQL",2-4,14000-20000 SAR,Remote,Energy,https://careers.aramco.com/job/322
323,Principal Product Manager,Microsoft Saudi Arabia,Tabuk,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"SQL, Jira, Stakeholder Management, Product Strategy",5-8,22000-32000 SAR,Contract,IT Services,https://careers.microsoft.com/sa/job/323
324,Senior Frontend Developer,Google Saudi Arabia,Tabuk,Develop and maintain customer-facing web applications. Collaborate closely with UX designers and backend teams.,"Next.js, Redux, Git, React, TypeScript",3-5,15000-22000 SAR,Full-time,Tech,https://careers.google.com/sa/job/324
325,Senior Systems Administrator,Ernst & Young KSA,Riyadh,"Administer on-premise and cloud systems. Handle patching, backup, and disaster recovery procedures.","ITIL, PowerShell, Backup Solutions, Windows Server",3-5,11000-17000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/325
326,Network Engineer,Tahaluf,Jubail,Troubleshoot complex network issues and optimize performance across multi-site environments.,"Switching, Linux, Firewall, Routing, MPLS",2-5,12000-18000 SAR,Contract,Events Tech,https://careers.tahaluf.ae/job/326
327,Machine Learning Engineer,Saudi Aramco,Dhahran,Design and implement ML platforms and tooling. Optimize model performance and maintain production systems.,"PyTorch, Spark, Kubeflow, MLflow, Feature Engineering",4-6,20000-30000 SAR,Full-time,Energy,https://careers.aramco.com/job/327
328,Database Administrator,Jarir Bookstore,Khobar,"Manage and optimize enterprise database systems. Ensure availability, performance, and security of critical data.","Performance Tuning, Python, Backup & Recovery, Linux",5-8,17000-25000 SAR,Full-time,Retail,https://careers.jarir.com/job/328
329,Junior Quality Assurance Engineer,Saudi National Bank,Riyadh,Build and maintain test automation frameworks. Integrate testing into CI/CD pipelines.,"Selenium, JIRA, Cypress, Performance Testing, Test Planning, API Testing, Python",1-3,9000-14000 SAR,Full-time,Banking,https://careers.snb.com.sa/job/329
330,Senior Embedded Systems Engineer,IBM Saudi Arabia,Riyadh,Develop firmware and embedded software for industrial IoT and sensor systems.,"CAN Bus, IoT, ARM, Firmware Development, Embedded Linux, RTOS, C++",3-5,14000-22000 SAR,Full-time,Energy,https://careers.ibm.com/sa/job/330
331,Cybersecurity Engineer,Saudi Aramco,Dhahran,Build automated security tooling and integrate security into CI/CD pipelines. Lead security incident response.,"Network Security, SIEM, Endpoint Security, Python",5-8,22000-32000 SAR,Full-time,Energy,https://careers.aramco.com/job/331
332,Junior Systems Administrator,Al Rajhi Bank,Riyadh,"Manage and maintain IT infrastructure, servers, and enterprise applications. Ensure uptime and security compliance.","PowerShell, VMware, Windows Server, ITIL",2-4,9000-14000 SAR,Full-time,Banking,https://careers.alrajhibank.com.sa/job/332
333,Junior Network Engineer,Al Rajhi Bank,Riyadh,Troubleshoot complex network issues and optimize performance across multi-site environments.,"Firewall, BGP, MPLS, CCNA, Network Security, Linux, Switching",2-5,12000-18000 SAR,Contract,Banking,https://careers.alrajhibank.com.sa/job/333
334,Junior Scrum Master,SDAIA,Dhahran,Facilitate Agile ceremonies and remove impediments for engineering teams. Drive continuous improvement culture.,"Kanban, Facilitation, Coaching, SAFe",2-4,12000-18000 SAR,Full-time,AI/Government,https://careers.sdaia.gov.sa/job/334
335,Junior Blockchain Developer,Google Saudi Arabia,Makkah,Build decentralized applications and integrate blockchain protocols with existing enterprise systems.,"Web3.js, Python, Ethereum, Smart Contracts, REST APIs, Hyperledger",3-5,18000-26000 SAR,Full-time,Fintech,https://careers.google.com/sa/job/335
336,Junior Quality Assurance Engineer,Tabby,Abha,Design and execute automated and manual test plans. Ensure software quality across web and mobile platforms.,"Postman, JIRA, Test Planning, API Testing, Cypress",3-5,13000-19000 SAR,Full-time,Fintech,https://careers.tabby.ai/job/336
337,Senior Cloud Architect,SDAIA,Dammam,Lead cloud transformation programs. Establish cloud governance frameworks and security best practices.,"Networking, Security, Cost Optimization, Architecture Design, GCP, Azure, AWS",6-10,25000-38000 SAR,Full-time,AI/Government,https://careers.sdaia.gov.sa/job/337
338,Senior DevOps Engineer,NEOM,Makkah,Build and maintain CI/CD pipelines and infrastructure automation. Ensure high availability and performance of production systems.,"Terraform, Jenkins, CI/CD, Kubernetes, Prometheus, Docker",3-5,16000-24000 SAR,Full-time,Smart City,https://careers.neom.com/job/338
339,Digital Marketing Specialist,Al Rajhi Bank,Abha,Grow online presence and drive customer acquisition through data-driven marketing strategies.,"Content Marketing, SQL, Meta Ads, SEO, Google Ads",1-3,8000-12000 SAR,Remote,Banking,https://careers.alrajhibank.com.sa/job/339
340,Senior Quality Assurance Engineer,STV,Riyadh,Build and maintain test automation frameworks. Integrate testing into CI/CD pipelines.,"Performance Testing, Cypress, Python, API Testing, Test Planning",3-5,13000-19000 SAR,Remote,Media,https://careers.stv.tv/job/340
341,Senior UX Designer,Ernst & Young KSA,Riyadh,"Design user-centered experiences for digital products. Conduct research, build prototypes, and validate designs with users.","Design Systems, Usability Testing, Figma, Adobe XD, Information Architecture",2-4,10000-16000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/341
342,Senior Full Stack Developer,Zain KSA,Madinah,Develop SaaS platform features end-to-end. Balance speed of delivery with code quality and maintainability.,"PostgreSQL, React, Node.js, Git, AWS, TypeScript, REST APIs",2-4,12000-19000 SAR,Full-time,Telecom,https://careers.sa.zain.com/job/342
343,Senior NLP Engineer,Noon,Dammam,"Build Arabic NLP models for text classification, sentiment analysis, and information extraction.","Transformers, HuggingFace, PyTorch, FastAPI",3-5,17000-25000 SAR,Full-time,AI/Analytics,https://careers.noon.com/job/343
344,Junior Cybersecurity Analyst,KAUST,Jeddah,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"OSINT, ISO 27001, SOC, Penetration Testing, Python",3-5,14000-22000 SAR,Remote,Education,https://careers.kaust.edu.sa/job/344
345,Software Engineer,Saudi National Bank,Tabuk,Develop backend systems supporting millions of users. Own features end-to-end from design to deployment.,"Python, Git, REST APIs, CI/CD, AWS",2-4,12000-18000 SAR,Full-time,Banking,https://careers.snb.com.sa/job/345
346,Senior Software Engineer,Tahaluf,Dammam,Architect and build scalable services handling high traffic loads. Drive technical decisions across the team.,"AWS, System Design, PostgreSQL, CI/CD",6-10,26000-38000 SAR,Full-time,Events Tech,https://careers.tahaluf.ae/job/346
347,Senior Technical Support Engineer,Telfaz11,Riyadh,Provide Level 2/3 technical support for enterprise software and infrastructure. Resolve complex customer issues.,"Troubleshooting, SQL, Ticketing Systems, Linux, Customer Support",1-3,8000-13000 SAR,Full-time,Media,https://careers.telfaz11.com/job/347
348,Lead Solution Architect,King Fahd University,Jeddah,Design end-to-end technology solutions for enterprise clients. Define architecture standards and integration patterns.,"API Design, Azure, Enterprise Architecture, Microservices, TOGAF, Integration, AWS",6-10,24000-36000 SAR,Full-time,Education,https://careers.kfupm.edu.sa/job/348
349,Senior IT Auditor,Jarir Bookstore,Khobar,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"Risk Assessment, ITIL, ISO 27001, Compliance, SQL, Audit Frameworks, COBIT",5-8,18000-26000 SAR,Full-time,Consulting,https://careers.jarir.com/job/349
350,Data Scientist,Tamara,Dammam,Build and deploy ML models to solve business problems. Work with large datasets to extract actionable insights.,"Statistics, PyTorch, Python, TensorFlow, SQL, Machine Learning",4-6,18000-26000 SAR,Full-time,Fintech,https://careers.tamara.co/job/350
351,Senior Scrum Master,Zain KSA,Dhahran,Coach teams on Scrum practices and Agile principles. Coordinate dependencies across teams.,"Coaching, Facilitation, Kanban, Jira, Scrum",4-6,16000-24000 SAR,Full-time,Telecom,https://careers.sa.zain.com/job/351
352,Backend Developer,STC Solutions,Riyadh,Design database schemas and optimize query performance. Implement secure authentication and authorization systems.,"Docker, Python, AWS, PostgreSQL",5-8,18000-28000 SAR,Remote,IT Services,https://careers.stcsolutions.com.sa/job/352
353,Senior Database Administrator,Mobily,Riyadh,Design database schemas and implement backup/recovery strategies. Monitor and tune database performance.,"Oracle, PostgreSQL, Backup & Recovery, Python, SQL Server",3-5,13000-19000 SAR,Full-time,Telecom,https://careers.mobily.com.sa/job/353
354,Junior UX Designer,KAUST,Jeddah,"Design user-centered experiences for digital products. Conduct research, build prototypes, and validate designs with users.","Prototyping, Information Architecture, User Research, Usability Testing, Figma, Adobe XD, Design Systems",2-4,10000-16000 SAR,Full-time,Education,https://careers.kaust.edu.sa/job/354
355,Senior Digital Marketing Specialist,IBM Saudi Arabia,Madinah,Grow online presence and drive customer acquisition through data-driven marketing strategies.,"Analytics, Google Ads, SEO, Meta Ads, Content Marketing, HubSpot",1-3,8000-12000 SAR,Full-time,IT Services,https://careers.ibm.com/sa/job/355
356,Product Manager,SAP Saudi Arabia,Riyadh,Define product vision and prioritize backlog based on data and user insights. Drive execution with engineering and design teams.,"OKRs, User Research, SQL, Jira, Stakeholder Management, Figma, Product Strategy",6-10,28000-40000 SAR,Full-time,ERP,https://careers.sap.com/sa/job/356
357,Product Manager,Riyad Bank,Makkah,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"Product Strategy, Stakeholder Management, Figma, OKRs",5-8,22000-32000 SAR,Full-time,Banking,https://careers.riyadbank.com/job/357
358,Senior Cybersecurity Analyst,STC Solutions,Abha,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"Python, Penetration Testing, Network Security, OSINT, SIEM",5-8,20000-30000 SAR,Full-time,IT Services,https://careers.stcsolutions.com.sa/job/358
359,Lead IT Project Manager,SAP Saudi Arabia,Makkah,"Lead IT delivery projects from initiation to closure. Manage scope, budget, timeline, and stakeholder expectations.","Risk Management, Agile, Stakeholder Management, MS Project, Scrum",7-12,26000-38000 SAR,Remote,ERP,https://careers.sap.com/sa/job/359
360,Senior Data Scientist,Jarir Bookstore,Makkah,Develop predictive models and statistical analyses. Collaborate with business stakeholders on data-driven decisions.,"SQL, Python, Pandas, Machine Learning, TensorFlow, Statistics",1-3,12000-18000 SAR,Full-time,Retail,https://careers.jarir.com/job/360
361,Senior Data Scientist,STC Solutions,Dammam,Research and implement state-of-the-art ML algorithms. Build end-to-end model pipelines from data collection to deployment.,"Statistics, PyTorch, Scikit-learn, Pandas, Machine Learning, SQL",1-3,12000-18000 SAR,Full-time,IT Services,https://careers.stcsolutions.com.sa/job/361
362,Senior Data Analyst,Tahaluf,Riyadh,"Monitor KPIs, identify trends, and present findings to leadership. Support data-driven decision making.","Power BI, Google Analytics, Excel, Tableau, Statistics, SQL, Python",1-3,9000-14000 SAR,Full-time,Events Tech,https://careers.tahaluf.ae/job/362
363,Junior Database Administrator,King Fahd University,Dhahran,"Manage and optimize enterprise database systems. Ensure availability, performance, and security of critical data.","SQL Server, Backup & Recovery, Oracle, PostgreSQL, Performance Tuning",3-5,13000-19000 SAR,Full-time,Education,https://careers.kfupm.edu.sa/job/363
364,Junior Scrum Master,KACST,Riyadh,Facilitate Agile ceremonies and remove impediments for engineering teams. Drive continuous improvement culture.,"Scrum, Agile, SAFe, Kanban, Coaching, Facilitation, Jira",2-4,12000-18000 SAR,Full-time,Research,https://careers.kacst.edu.sa/job/364
365,Site Reliability Engineer,Hunger Station,Abha,"Ensure reliability, scalability, and performance of production systems. Build tooling to reduce toil and improve observability.","Python, Prometheus, Go, Grafana, Terraform, AWS",5-8,22000-32000 SAR,Contract,Food Delivery,https://careers.hungerstation.com/job/365
366,DevOps Engineer,Dar Al Arkan,Dhahran,Automate infrastructure provisioning and deployment workflows. Monitor system health and respond to incidents.,"Jenkins, Linux, AWS, Terraform, Prometheus, Kubernetes",5-8,20000-30000 SAR,Full-time,Real Estate,https://careers.daralarkan.com/job/366
367,Frontend Developer,stc,Riyadh,Develop and maintain customer-facing web applications. Collaborate closely with UX designers and backend teams.,"TypeScript, CSS, HTML, Git, Redux",3-5,15000-22000 SAR,Contract,Telecom,https://careers.stc.com.sa/job/367
368,Database Administrator,Lucidya,Riyadh,"Manage and optimize enterprise database systems. Ensure availability, performance, and security of critical data.","Python, Linux, Performance Tuning, Backup & Recovery",5-8,17000-25000 SAR,Full-time,AI/Analytics,https://careers.lucidya.com/job/368
369,Security Operations Center (SOC) Analyst,Deloitte Saudi Arabia,Riyadh,Analyze threat intelligence and respond to security incidents. Develop detection rules and runbooks.,"Network Security, Python, OSINT, SIEM, Splunk, Incident Response",2-4,12000-18000 SAR,Contract,Consulting,https://careers.deloitte.com/sa/job/369
370,Senior Data Engineer,Bayanat Analytics,Abha,Build data infrastructure and warehouse solutions to support analytics and ML teams.,"Apache Spark, Delta Lake, AWS, Airflow, Snowflake",3-5,16000-24000 SAR,Full-time,AI/Analytics,https://careers.bayanat.sa/job/370
371,Junior Cybersecurity Analyst,Tamara,Khobar,Monitor security events and conduct threat analysis across IT infrastructure. Respond to incidents and implement security controls.,"Penetration Testing, SOC, ISO 27001, Python, Network Security",3-5,14000-22000 SAR,Full-time,Fintech,https://careers.tamara.co/job/371
372,Senior AI Engineer,SABIC,Riyadh,Research and deploy AI solutions across computer vision and NLP domains. Build end-to-end AI systems at production scale.,"CUDA, PyTorch, Computer Vision, MLOps, NLP, FastAPI, Docker",5-8,24000-36000 SAR,Contract,Petrochemicals,https://careers.sabic.com/job/372
373,Senior IT Project Manager,Unifonic,Riyadh,"Lead IT delivery projects from initiation to closure. Manage scope, budget, timeline, and stakeholder expectations.","Risk Management, Stakeholder Management, Agile, PMP, PRINCE2",7-12,26000-38000 SAR,Contract,Communication,https://careers.unifonic.com/job/373
374,Junior Robotics Engineer,SABIC,Riyadh,Build perception and motion planning systems for autonomous robots deployed in warehouses and public spaces.,"ROS, SLAM, Deep Learning, C++",3-5,18000-28000 SAR,Full-time,Smart City,https://careers.sabic.com/job/374
375,Senior Data Analyst,Hunger Station,Riyadh,"Monitor KPIs, identify trends, and present findings to leadership. Support data-driven decision making.","Statistics, Excel, Google Analytics, Power BI",1-3,9000-14000 SAR,Full-time,Food Delivery,https://careers.hungerstation.com/job/375
376,Cloud Architect,Ma'aden,Riyadh,Design multi-cloud architectures for enterprise and government clients. Define cloud strategy and migration roadmaps.,"Terraform, AWS, Architecture Design, Security, Azure, GCP",6-10,25000-38000 SAR,Full-time,Mining,https://careers.maaden.com.sa/job/376
377,Senior Mobile Developer — Android,King Fahd University,Dhahran,Build and maintain Android mobile applications for millions of Saudi users. Optimize performance and user experience.,"Firebase, REST APIs, Jetpack Compose, Git, Android SDK, Kotlin",2-4,12000-18000 SAR,Full-time,Education,https://careers.kfupm.edu.sa/job/377
378,Senior Data Analyst,Careem,Abha,Transform raw data into clear visualizations and recommendations. Collaborate with operations and finance teams.,"Google Analytics, Power BI, Python, Tableau, Excel, Statistics",3-5,13000-19000 SAR,Full-time,Transportation,https://careers.careem.com/job/378
379,Senior Systems Administrator,SDAIA,Riyadh,"Administer on-premise and cloud systems. Handle patching, backup, and disaster recovery procedures.","Linux, Backup Solutions, Active Directory, ITIL, VMware, Windows Server",2-4,9000-14000 SAR,Full-time,AI/Government,https://careers.sdaia.gov.sa/job/379
380,Mobile Developer — Android,Lucidya,Riyadh,Develop new features and improve existing Android application. Work closely with product and design teams.,"REST APIs, Kotlin, Jetpack Compose, Git",3-5,14000-22000 SAR,Contract,AI/Analytics,https://careers.lucidya.com/job/380
381,Cybersecurity Engineer,KACST,Dammam,Build automated security tooling and integrate security into CI/CD pipelines. Lead security incident response.,"Python, Firewall, SIEM, Cloud Security",5-8,22000-32000 SAR,Full-time,Research,https://careers.kacst.edu.sa/job/381
382,Senior Network Engineer,Noon,Dhahran,Troubleshoot complex network issues and optimize performance across multi-site environments.,"MPLS, Network Security, Cisco, Linux, Routing, Firewall",4-7,16000-24000 SAR,Full-time,E-commerce,https://careers.noon.com/job/382
383,Senior Mobile Developer — Android,Hunger Station,Riyadh,Build and maintain Android mobile applications for millions of Saudi users. Optimize performance and user experience.,"Android SDK, Kotlin, Git, MVVM, Jetpack Compose, Firebase",2-4,12000-18000 SAR,Contract,Food Delivery,https://careers.hungerstation.com/job/383
384,Senior Technical Support Engineer,STC Solutions,Dammam,Diagnose and troubleshoot technical problems. Document solutions and improve support knowledge base.,"Ticketing Systems, Windows, Customer Support, Networking, SQL, Linux",2-4,10000-15000 SAR,Full-time,IT Services,https://careers.stcsolutions.com.sa/job/384
385,Senior Security Operations Center (SOC) Analyst,Deloitte Saudi Arabia,Riyadh,Analyze threat intelligence and respond to security incidents. Develop detection rules and runbooks.,"OSINT, Python, Splunk, Incident Response, SIEM, Network Security, Threat Intelligence",1-3,10000-15000 SAR,Full-time,Consulting,https://careers.deloitte.com/sa/job/385
386,Senior Cybersecurity Analyst,Microsoft Saudi Arabia,Dammam,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"ISO 27001, Python, Network Security, SOC, OSINT",3-5,14000-22000 SAR,Full-time,IT Services,https://careers.microsoft.com/sa/job/386
387,Senior Cloud Architect,Ministry of Finance,Riyadh,Lead cloud transformation programs. Establish cloud governance frameworks and security best practices.,"Networking, GCP, Terraform, Azure, Architecture Design, Cost Optimization",8-12,30000-45000 SAR,Contract,Government,https://careers.mof.gov.sa/job/387
388,Senior Product Manager,Mozn,Khobar,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"OKRs, Stakeholder Management, Product Strategy, Agile, User Research",3-5,16000-24000 SAR,Remote,AI/Fintech,https://careers.mozn.sa/job/388
389,Security Operations Center (SOC) Analyst,Telfaz11,Tabuk,Analyze threat intelligence and respond to security incidents. Develop detection rules and runbooks.,"Incident Response, SIEM, Splunk, Python",2-4,12000-18000 SAR,Full-time,Media,https://careers.telfaz11.com/job/389
390,Senior Frontend Developer,Ernst & Young KSA,Madinah,Develop and maintain customer-facing web applications. Collaborate closely with UX designers and backend teams.,"Redux, React, HTML, Jest, CSS, TypeScript",2-4,12000-18000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/390
391,Senior Technical Support Engineer,Elm,Madinah,Diagnose and troubleshoot technical problems. Document solutions and improve support knowledge base.,"Troubleshooting, SQL, Ticketing Systems, Linux, Windows, Networking, Customer Support",2-4,10000-15000 SAR,Full-time,GovTech,https://careers.elm.sa/job/391
392,Site Reliability Engineer,Ma'aden,Dammam,Drive SRE culture and practices. Define SLOs and automate incident response workflows.,"Python, Kubernetes, Go, Incident Response",5-8,22000-32000 SAR,Full-time,Mining,https://careers.maaden.com.sa/job/392
393,Senior Product Manager,Alinma Bank,Madinah,Define product vision and prioritize backlog based on data and user insights. Drive execution with engineering and design teams.,"Stakeholder Management, Agile, OKRs, Product Strategy, Jira, SQL, Figma",5-8,22000-32000 SAR,Remote,Banking,https://careers.alinma.com/job/393
394,Senior Data Engineer,Salla,Jeddah,Design and maintain scalable data pipelines and ETL workflows. Ensure data quality and availability across the organization.,"Snowflake, Apache Spark, Delta Lake, Kafka",2-4,14000-20000 SAR,Remote,E-commerce,https://careers.salla.com/job/394
395,Frontend Developer,Hunger Station,Jeddah,Develop and maintain customer-facing web applications. Collaborate closely with UX designers and backend teams.,"HTML, Webpack, Redux, CSS, Jest, TypeScript",3-5,15000-22000 SAR,Contract,Food Delivery,https://careers.hungerstation.com/job/395
396,Senior Senior Software Engineer,STC Solutions,Dammam,Architect and build scalable services handling high traffic loads. Drive technical decisions across the team.,"Kubernetes, Docker, Kotlin, PostgreSQL, AWS, Java",6-10,26000-38000 SAR,Full-time,IT Services,https://careers.stcsolutions.com.sa/job/396
397,IT Auditor,Deloitte Saudi Arabia,Abha,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"Audit Frameworks, COBIT, ISO 27001, Risk Assessment, SQL, ITIL, Compliance",5-8,18000-26000 SAR,Full-time,Consulting,https://careers.deloitte.com/sa/job/397
398,Senior Software Engineer,Tahaluf,Dhahran,Build and maintain core platform services. Collaborate with cross-functional teams on architecture and implementation.,"CI/CD, Python, Git, REST APIs, AWS, SQL, Microservices",3-5,15000-22000 SAR,Contract,Events Tech,https://careers.tahaluf.ae/job/398
399,Senior Cybersecurity Engineer,Saudi Aramco,Makkah,Build automated security tooling and integrate security into CI/CD pipelines. Lead security incident response.,"SIEM, Cloud Security, Endpoint Security, Zero Trust, Network Security, Python, Firewall",5-8,22000-32000 SAR,Full-time,Energy,https://careers.aramco.com/job/399
400,Senior Product Manager,Bayanat Analytics,Abha,Define product vision and prioritize backlog based on data and user insights. Drive execution with engineering and design teams.,"Agile, OKRs, Stakeholder Management, SQL, Product Strategy",5-8,22000-32000 SAR,Full-time,AI/Analytics,https://careers.bayanat.sa/job/400
401,Product Manager,Tamara,Makkah,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"Product Strategy, Figma, OKRs, Agile, Jira",5-8,22000-32000 SAR,Full-time,Fintech,https://careers.tamara.co/job/401
402,Digital Marketing Specialist,Lean Technologies,Riyadh,Plan and execute digital marketing campaigns. Analyze performance and optimize ROI across paid and organic channels.,"Analytics, Google Ads, Meta Ads, HubSpot",1-3,8000-12000 SAR,Contract,Fintech,https://careers.leantech.me/job/402
403,AI Engineer,KPMG Saudi Arabia,Riyadh,Research and deploy AI solutions across computer vision and NLP domains. Build end-to-end AI systems at production scale.,"Python, Computer Vision, NLP, CUDA, Docker",5-8,24000-36000 SAR,Contract,Consulting,https://careers.kpmg.com/sa/job/403
404,Senior Mobile Developer — iOS,Microsoft Saudi Arabia,Jeddah,Build new iOS features aligned with product roadmap. Collaborate with backend teams on API design.,"SwiftUI, Core Data, Swift, Xcode, TestFlight, UIKit, Git",2-4,12000-18000 SAR,Remote,IT Services,https://careers.microsoft.com/sa/job/404
405,Scrum Master,Microsoft Saudi Arabia,Madinah,Facilitate Agile ceremonies and remove impediments for engineering teams. Drive continuous improvement culture.,"Agile, Jira, Confluence, Kanban",4-6,16000-24000 SAR,Contract,IT Services,https://careers.microsoft.com/sa/job/405
406,Cybersecurity Analyst,Saudi National Bank,Riyadh,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"Network Security, Python, ISO 27001, SIEM",3-5,14000-22000 SAR,Full-time,Banking,https://careers.snb.com.sa/job/406
407,Senior Data Scientist,Dar Al Arkan,Tabuk,Research and implement state-of-the-art ML algorithms. Build end-to-end model pipelines from data collection to deployment.,"Pandas, Scikit-learn, Python, Machine Learning, Statistics",4-6,18000-26000 SAR,Full-time,Real Estate,https://careers.daralarkan.com/job/407
408,Senior Network Engineer,Lucidya,Riyadh,"Design, implement, and maintain enterprise network infrastructure. Ensure high availability and security of network systems.","BGP, Switching, Cisco, Firewall",4-7,16000-24000 SAR,Contract,AI/Analytics,https://careers.lucidya.com/job/408
409,Senior NLP Engineer,Ernst & Young KSA,Riyadh,Develop and fine-tune large language models for Arabic content. Deploy NLP services at production scale.,"PyTorch, Python, HuggingFace, FastAPI, Transformers",4-6,20000-28000 SAR,Full-time,AI/Analytics,https://careers.ey.com/sa/job/409
410,IT Auditor,Elm,Dammam,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"ISO 27001, Audit Frameworks, COBIT, Risk Assessment, SQL",5-8,18000-26000 SAR,Full-time,Consulting,https://careers.elm.sa/job/410
411,Embedded Systems Engineer,Saudi Aramco,Abha,Develop firmware and embedded software for industrial IoT and sensor systems.,"CAN Bus, ARM, IoT, C++",5-8,18000-28000 SAR,Full-time,Energy,https://careers.aramco.com/job/411
412,Technical Support Engineer,Microsoft Saudi Arabia,Riyadh,Provide Level 2/3 technical support for enterprise software and infrastructure. Resolve complex customer issues.,"Networking, Ticketing Systems, Troubleshooting, Linux, SQL, Customer Support",2-4,10000-15000 SAR,Remote,IT Services,https://careers.microsoft.com/sa/job/412
413,Senior Cloud Architect,STC Solutions,Riyadh,Design multi-cloud architectures for enterprise and government clients. Define cloud strategy and migration roadmaps.,"AWS, Architecture Design, Security, Terraform",8-12,30000-45000 SAR,Full-time,IT Services,https://careers.stcsolutions.com.sa/job/413
414,Mobile Developer — iOS,NEOM,Tabuk,"Develop and maintain iOS applications with millions of active users. Focus on performance, stability, and user experience.","TestFlight, Git, Swift, SwiftUI, Core Data",2-4,12000-18000 SAR,Full-time,Smart City,https://careers.neom.com/job/414
415,Senior Systems Administrator,SAP Saudi Arabia,Riyadh,"Manage and maintain IT infrastructure, servers, and enterprise applications. Ensure uptime and security compliance.","PowerShell, Active Directory, Linux, Windows Server",3-5,11000-17000 SAR,Full-time,ERP,https://careers.sap.com/sa/job/415
416,Cybersecurity Engineer,Telfaz11,Riyadh,Design and implement security architecture and controls. Conduct threat modeling and security assessments.,"Zero Trust, Python, Cloud Security, Endpoint Security, Firewall",3-5,16000-24000 SAR,Full-time,Media,https://careers.telfaz11.com/job/416
417,Senior NLP Engineer,KACST,Riyadh,"Build Arabic NLP models for text classification, sentiment analysis, and information extraction.","Transformers, PyTorch, HuggingFace, BERT, LLMs",4-6,20000-28000 SAR,Full-time,AI/Analytics,https://careers.kacst.edu.sa/job/417
418,Digital Marketing Specialist,Oracle Saudi Arabia,Abha,Grow online presence and drive customer acquisition through data-driven marketing strategies.,"HubSpot, SQL, Analytics, Meta Ads, Content Marketing, SEO, Google Ads",2-4,9000-14000 SAR,Full-time,IT Services,https://careers.oracle.com/sa/job/418
419,Mobile Developer — iOS,SAP Saudi Arabia,Tabuk,"Develop and maintain iOS applications with millions of active users. Focus on performance, stability, and user experience.","REST APIs, TestFlight, Swift, Git",3-5,14000-22000 SAR,Contract,ERP,https://careers.sap.com/sa/job/419
420,Software Engineer,PwC Saudi Arabia,Makkah,Design and develop scalable backend services and APIs. Work within agile teams to deliver high-quality software solutions.,"CI/CD, SQL, Python, AWS, REST APIs, Microservices",3-5,15000-22000 SAR,Full-time,Consulting,https://careers.pwc.com/sa/job/420
421,Junior Mobile Developer — Android,Jarir Bookstore,Riyadh,Build and maintain Android mobile applications for millions of Saudi users. Optimize performance and user experience.,"MVVM, Android SDK, Kotlin, Jetpack Compose, Git, Firebase, REST APIs",3-5,14000-22000 SAR,Full-time,Retail,https://careers.jarir.com/job/421
422,Junior IT Auditor,Al Rajhi Bank,Madinah,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"Compliance, ISO 27001, ITIL, Audit Frameworks",3-5,13000-20000 SAR,Full-time,Consulting,https://careers.alrajhibank.com.sa/job/422
423,Backend Developer,Takamol Holding,Riyadh,"Build and maintain backend APIs and services. Ensure scalability, reliability, and performance of server-side systems.","Node.js, PostgreSQL, Docker, GraphQL, REST APIs, Redis, AWS",5-8,18000-28000 SAR,Full-time,HR Tech,https://careers.takamol.com.sa/job/423
424,DevOps Engineer,NEOM,Khobar,Automate infrastructure provisioning and deployment workflows. Monitor system health and respond to incidents.,"AWS, CI/CD, Jenkins, Ansible",3-5,16000-24000 SAR,Full-time,Smart City,https://careers.neom.com/job/424
425,Senior Scrum Master,Jabal Omar,Abha,Coach teams on Scrum practices and Agile principles. Coordinate dependencies across teams.,"Kanban, Coaching, Confluence, Agile",4-6,16000-24000 SAR,Full-time,Real Estate,https://careers.jabalomar.com.sa/job/425
